Contig,V_CF26,V_CF34,V_CF71
Phel_clc_contig_2720,6.206051226,5.577842694,6.457471173
Phel_clc_contig_9225,8.191320332,8.024175043,8.224764798
Phel_clc_contig_999,11.72409893,11.19789487,10.75550352
Phel_clc_contig_16810,5.816282258,6.940977158,6.520888927
Phel_clc_contig_13732,1.96827511,5.241996492,4.93632699
Phel_clc_contig_3474,9.012920868,9.459170106,9.354422627
Phel_clc_contig_10438,6.367454941,6.745252125,6.004182256
Phel_clc_contig_12582,4.766452051,5.885093549,4.374733478
Phel_clc_contig_17511,5.384823459,6.60527949,5.408226126
Phel_clc_contig_2661,10.34452994,11.10905537,10.12237584
Phel_clc_contig_23300,0,2.392647144,0
Phel_clc_contig_13447,3.283788458,4.649063566,3.683393288
Phel_clc_contig_15229,5.168172666,5.985309151,5.473796651
Phel_clc_contig_24878,2.77106155,3.781747877,3.153513526
Phel_clc_contig_18839,3.283788458,3.781747877,3.442651611
Phel_clc_contig_8176,7.137763759,8.122817644,7.141530886
Phel_clc_contig_13113,4.418945512,4.279627294,5.191483692
Phel_clc_contig_17462,3.661304959,2.737319011,4.230433605
Phel_clc_contig_2563,7.888471729,7.94342382,8.136412893
Phel_clc_contig_1754,5.889001328,4.476135384,5.473796651
Phel_clc_contig_11508,6.840565201,5.295032364,7.181328203
Phel_clc_contig_3651,6.206051226,5.129695157,6.749884173
Phel_clc_contig_3484,5.384823459,4.05205935,6.639925266
Phel_clc_contig_1499,10.33154266,9.796867177,9.384569002
Phel_clc_contig_16745,1.96827511,0,0
Phel_clc_contig_145,13.87633052,13.76218128,13.40425311
Phel_clc_contig_512,11.40103469,11.40507587,10.89368006
Phel_clc_contig_12365,0,0,0
Phel_clc_contig_2786,8.055747169,8.275769272,9.138909159
Phel_clc_contig_15084,4.913143132,5.777396043,6.39113874
Phel_clc_contig_17182,2.77106155,3.015319148,4.374733478
Phel_clc_contig_22783,0,1.938925593,3.153513526
Phel_clc_contig_655,8.205626615,8.501263177,8.469421225
Phel_clc_contig_17176,5.046285869,4.565188923,5.339536494
Phel_clc_contig_5294,9.068771293,9.009550406,9.434826689
Phel_clc_contig_4177,7.719307357,7.748053942,8.234256048
Phel_clc_contig_4935,6.024288647,6.473446001,6.924194922
Phel_clc_contig_4975,5.658825569,6.27654133,6.39113874
Phel_clc_contig_19722,4.766452051,6.108940478,5.654318099
Phel_clc_contig_20352,4.418945512,5.241996492,5.111344363
Phel_clc_contig_27580,0,1.273277161,1.57269568
Phel_clc_contig_5925,7.013164087,7.127984007,7.141530886
Phel_clc_contig_9439,6.685884099,6.855287109,6.39113874
Phel_clc_contig_3095,6.946581156,7.037508518,6.992900959
Phel_clc_contig_6655,3.960242941,4.476135384,5.267408452
Phel_clc_contig_17308,3.960242941,3.448848104,3.442651611
Phel_clc_contig_5839,6.765297372,6.60527949,6.695952068
Phel_clc_contig_9499,5.57314727,4.381221067,2.791543215
Phel_clc_contig_14944,3.661304959,1.938925593,3.683393288
Phel_clc_contig_8821,7.888471729,7.488260323,7.941606377
Phel_clc_contig_10626,7.279754495,7.87540165,7.833358814
Phel_clc_contig_1539,5.739699614,6.801317768,7.34796412
Phel_clc_contig_21725,3.283788458,4.170325694,4.840150994
Phel_clc_contig_7401,6.644476415,7.280417243,7.416265521
Phel_clc_contig_14430,5.482054453,6.35356325,5.596619146
Phel_clc_contig_15097,5.739699614,6.837520713,6.248557606
Phel_clc_contig_13974,6.087456476,6.626126616,6.004182256
Phel_clc_contig_2093,9.012920868,8.859179427,8.903408902
Phel_clc_contig_3697,9.555665675,9.226432424,9.553306739
Phel_clc_contig_17140,4.418945512,4.05205935,4.230433605
Phel_clc_contig_8381,8.275105317,8.137411815,7.894495849
Phel_clc_contig_4325,6.765297372,6.450254494,5.536512997
Phel_clc_contig_10349,6.087456476,6.562660669,6.004182256
Phel_clc_contig_2408,6.685884099,7.068302137,6.827181355
Phel_clc_contig_7999,5.816282258,6.584128201,5.536512997
Phel_clc_contig_8285,5.168172666,5.577842694,5.111344363
Phel_clc_contig_12792,3.661304959,4.05205935,4.070088735
Phel_clc_contig_2528,5.816282258,5.700853047,6.285546481
Phel_clc_contig_4994,8.11757973,8.159030697,8.516855108
Phel_clc_contig_7747,3.283788458,4.942922625,5.191483692
Phel_clc_contig_9238,7.013164087,7.083454861,7.312561716
Phel_clc_contig_8752,5.889001328,6.35356325,6.801872582
Phel_clc_contig_5143,8.885423974,8.67637814,9.02322402
Phel_clc_contig_5942,6.024288647,6.079011097,6.457471173
Phel_clc_contig_6709,6.946581156,7.006043263,7.161567272
Phel_clc_contig_12417,6.367454941,5.18693628,5.408226126
Phel_clc_contig_10803,5.958230212,5.241996492,6.321608863
Phel_clc_contig_4105,9.14498345,8.923748792,8.685477672
Phel_clc_contig_5324,9.427260248,9.209265706,9.158981232
Phel_clc_contig_29720,0,0,0
Phel_clc_contig_3158,4.766452051,5.241996492,4.93632699
Phel_clc_contig_9166,7.815723994,7.441980549,7.964596747
Phel_clc_contig_12811,0,3.015319148,0
Phel_clc_contig_25090,0,1.273277161,0
Phel_clc_contig_2074,6.726136399,6.222808424,6.424686993
Phel_clc_contig_21596,1.96827511,4.279627294,3.442651611
Phel_clc_contig_11604,4.603133742,5.577842694,5.814745231
Phel_clc_contig_3930,5.739699614,6.19517237,6.827181355
Phel_clc_contig_12498,6.206051226,5.577842694,6.248557606
Phel_clc_contig_15642,6.51260458,6.017224882,6.424686993
Phel_clc_contig_9087,7.658204341,7.199273831,7.795393578
Phel_clc_contig_28718,0,0,1.57269568
Phel_clc_contig_1828,8.61230052,8.791584237,8.785702241
Phel_clc_contig_9874,7.85255635,8.070541747,8.042295221
Phel_clc_contig_11579,7.85255635,7.453690416,7.756401537
Phel_clc_contig_17926,1.96827511,0,1.57269568
Phel_clc_contig_7564,3.661304959,2.737319011,4.626129537
Phel_clc_contig_8096,3.960242941,0,5.026485819
Phel_clc_contig_12743,5.658825569,4.803459544,5.709800673
Phel_clc_contig_13620,4.603133742,3.781747877,3.889658492
Phel_clc_contig_4830,5.168172666,3.781747877,4.50589728
Phel_clc_contig_3342,11.47080644,10.78682789,10.53708966
Phel_clc_contig_17646,5.57314727,7.156923413,6.004182256
Phel_clc_contig_13176,7.045337028,6.048447639,6.801872582
Phel_clc_contig_6154,6.876777222,6.60527949,7.015094976
Phel_clc_contig_5425,8.233820969,8.039796956,7.294529774
Phel_clc_contig_9571,6.644476415,5.395590685,4.626129537
Phel_clc_contig_18268,4.418945512,5.129695157,3.889658492
Phel_clc_contig_3867,7.137763759,6.940977158,6.852053786
Phel_clc_contig_570,10.98410176,9.787644189,9.414098315
Phel_clc_contig_714,12.109852,10.43765388,10.91891294
Phel_clc_contig_5527,3.661304959,1.938925593,4.840150994
Phel_clc_contig_7739,8.715880332,8.371471741,6.852053786
Phel_clc_contig_1244,8.55758164,5.661005604,6.489528485
Phel_clc_contig_1291,11.49138855,8.863575192,9.314713744
Phel_clc_contig_188,11.09200316,8.768329911,9.278475478
Phel_clc_contig_10096,8.774636853,6.496272189,7.058483184
Phel_clc_contig_13975,7.25245256,5.007904114,5.473796651
Phel_clc_contig_12562,8.08699442,6.079011097,6.321608863
Phel_clc_contig_3450,10.13998908,8.047544387,8.343529966
Phel_clc_contig_13040,6.765297372,5.129695157,5.111344363
Phel_clc_contig_3395,8.946327034,7.142526782,7.100604525
Phel_clc_contig_15442,6.557913959,4.565188923,4.840150994
Phel_clc_contig_2449,9.02910001,7.127984007,7.449240281
Phel_clc_contig_6649,7.384073126,4.942922625,5.536512997
Phel_clc_contig_10261,7.923514088,4.803459544,6.39113874
Phel_clc_contig_2843,8.191320332,6.048447639,6.801872582
Phel_clc_contig_129,13.62011812,11.16354754,12.32776985
Phel_clc_contig_7497,5.958230212,1.273277161,4.626129537
Phel_clc_contig_1621,13.14815861,12.10409257,12.27586688
Phel_clc_contig_15160,4.603133742,2.737319011,3.442651611
Phel_clc_contig_1748,10.58238034,8.449569628,9.287620737
Phel_clc_contig_15246,6.367454941,4.728328707,5.267408452
Phel_clc_contig_3848,10.34452994,8.932143871,9.323632849
Phel_clc_contig_1067,7.409014938,5.346187483,6.248557606
Phel_clc_contig_13229,5.168172666,3.448848104,4.070088735
Phel_clc_contig_17294,6.417477872,5.07008444,5.408226126
Phel_clc_contig_13004,6.147972123,5.07008444,5.267408452
Phel_clc_contig_6210,8.996558508,8.008382119,8.28992712
Phel_clc_contig_1729,9.021033258,7.618805401,7.845795494
Phel_clc_contig_9743,7.384073126,6.017224882,6.285546481
Phel_clc_contig_10674,7.637247962,6.222808424,6.210595372
Phel_clc_contig_4987,9.107380563,7.719238211,7.632673916
Phel_clc_contig_14379,6.980257274,5.489591102,5.536512997
Phel_clc_contig_15496,5.046285869,3.624884628,3.683393288
Phel_clc_contig_3007,9.550070484,8.371471741,8.386726034
Phel_clc_contig_3167,10.64145571,9.387720964,9.545703745
Phel_clc_contig_1675,10.83563138,9.499270886,9.590732061
Phel_clc_contig_5542,8.328375139,6.76418424,6.801872582
Phel_clc_contig_2132,10.63089313,9.090533784,8.98438086
Phel_clc_contig_9315,8.675336435,7.253873007,7.058483184
Phel_clc_contig_625,11.44541262,10.32103447,10.2634745
Phel_clc_contig_7258,9.004762885,7.719238211,7.618247467
Phel_clc_contig_11874,5.739699614,3.624884628,4.230433605
Phel_clc_contig_2327,9.408830298,7.822194136,8.166468917
Phel_clc_contig_282,14.06543093,12.05545042,12.32444127
Phel_clc_contig_3713,9.469369328,7.849043483,8.074355041
Phel_clc_contig_4663,9.107380563,7.344715782,7.432846692
Phel_clc_contig_6226,9.427260248,8.137411815,8.186163773
Phel_clc_contig_4364,7.59439851,6.048447639,6.248557606
Phel_clc_contig_1300,11.52314996,10.23034221,10.08876346
Phel_clc_contig_13906,8.354290381,6.626126616,6.39113874
Phel_clc_contig_3928,9.181631336,7.332083108,7.239039004
Phel_clc_contig_3591,9.345639208,7.892710375,7.845795494
Phel_clc_contig_831,12.18126679,10.46104862,10.3813553
Phel_clc_contig_2389,9.824882548,7.918289622,7.559055818
Phel_clc_contig_9286,7.045337028,5.489591102,5.408226126
Phel_clc_contig_1874,12.43380509,11.13928044,10.76043862
Phel_clc_contig_4360,10.31514254,8.70115014,8.39521193
Phel_clc_contig_632,11.83178206,10.08168328,9.659271867
Phel_clc_contig_2030,10.37015916,8.828028873,8.74644378
Phel_clc_contig_7129,8.793702141,6.782871128,6.695952068
Phel_clc_contig_10101,5.482054453,2.737319011,0
Phel_clc_contig_16985,6.2618843,3.448848104,2.791543215
Phel_clc_contig_4914,8.07145539,5.577842694,4.50589728
Phel_clc_contig_10685,6.367454941,4.05205935,0
Phel_clc_contig_1992,7.888471729,5.814196628,3.683393288
Phel_clc_contig_5816,7.678860663,5.534391601,3.442651611
Phel_clc_contig_25,7.870625491,5.814196628,3.683393288
Phel_clc_contig_6080,7.384073126,5.489591102,3.153513526
Phel_clc_contig_276,15.85393809,14.22035338,13.39687703
Phel_clc_contig_1508,12.58030262,10.56726887,9.948774429
Phel_clc_contig_1716,9.838717348,7.935094313,7.603676041
Phel_clc_contig_39,10.74548458,9.052536806,8.224764798
Phel_clc_contig_9736,6.465825944,4.565188923,3.683393288
Phel_clc_contig_1074,12.27243244,11.15908432,10.55424195
Phel_clc_contig_106,12.58578217,10.92992715,9.831736504
Phel_clc_contig_2691,5.57314727,3.92322526,2.791543215
Phel_clc_contig_433,13.55805478,11.8459449,10.61362769
Phel_clc_contig_193,12.06347588,10.55100847,8.932851937
Phel_clc_contig_2796,8.500704872,6.855287109,5.111344363
Phel_clc_contig_2593,10.73812182,9.090533784,7.574082581
Phel_clc_contig_913,10.70325707,8.923748792,7.432846692
Phel_clc_contig_1365,11.23311758,9.453349249,8.386726034
Phel_clc_contig_14220,5.739699614,3.781747877,2.791543215
Phel_clc_contig_765,10.01152401,8.314815235,7.276268668
Phel_clc_contig_5341,8.954821537,7.213118805,6.285546481
Phel_clc_contig_697,9.65804917,7.959939356,7.058483184
Phel_clc_contig_5167,8.725840659,7.280417243,6.39113874
Phel_clc_contig_904,9.377580811,7.728907546,6.551580614
Phel_clc_contig_6038,7.97453218,6.402718767,5.026485819
Phel_clc_contig_1060,10.97159888,8.583504041,8.555225646
Phel_clc_contig_1261,11.82484787,9.60017979,9.287620737
Phel_clc_contig_17964,5.384823459,3.24830712,2.791543215
Phel_clc_contig_2191,10.30852982,8.047544387,7.58895519
Phel_clc_contig_3462,9.152388033,7.052987485,6.87650344
Phel_clc_contig_2885,10.72079481,8.768329911,8.116022113
Phel_clc_contig_4793,9.053033388,7.1711788,6.749884173
Phel_clc_contig_17045,5.384823459,2.392647144,2.307166193
Phel_clc_contig_7179,8.774636853,6.138261559,6.171609166
Phel_clc_contig_3349,6.367454941,4.170325694,4.070088735
Phel_clc_contig_6497,9.02910001,6.782871128,6.639925266
Phel_clc_contig_6291,5.168172666,2.737319011,2.791543215
Phel_clc_contig_4397,9.35850088,7.766949564,7.276268668
Phel_clc_contig_3656,10.36379441,8.359072191,8.105717358
Phel_clc_contig_4330,10.49771454,8.506893864,7.82081463
Phel_clc_contig_8929,8.08699442,6.166998574,5.596619146
Phel_clc_contig_94,9.167083904,7.394167694,6.581634455
Phel_clc_contig_7404,7.796949404,6.108940478,5.408226126
Phel_clc_contig_10279,7.658204341,6.166998574,5.709800673
Phel_clc_contig_74,16.9835626,15.90189022,15.42644789
Phel_clc_contig_8899,8.568692631,7.453690416,7.036951634
Phel_clc_contig_1085,8.341390726,7.689835877,7.276268668
Phel_clc_contig_10262,7.433532865,6.801317768,6.285546481
Phel_clc_contig_120,7.97453218,7.381962505,6.639925266
Phel_clc_contig_12352,6.31563506,5.700853047,4.93632699
Phel_clc_contig_6577,9.457462965,8.989579562,8.547632591
Phel_clc_contig_641,9.852420581,9.414930632,9.02322402
Phel_clc_contig_6653,7.906099301,7.418272607,6.947462781
Phel_clc_contig_12357,7.409014938,6.782871128,6.210595372
Phel_clc_contig_2258,9.714163763,9.253481152,8.95023335
Phel_clc_contig_12933,7.906099301,7.068302137,6.457471173
Phel_clc_contig_2176,6.557913959,5.661005604,4.93632699
Phel_clc_contig_124,11.98789024,11.05049755,10.35766889
Phel_clc_contig_2548,13.99304661,13.1365323,12.25620264
Phel_clc_contig_3494,8.02380757,7.240415467,6.611073501
Phel_clc_contig_2029,9.137540923,8.431918755,7.632673916
Phel_clc_contig_18,16.98534522,16.18107444,15.50610234
Phel_clc_contig_2365,11.00265506,10.23204323,9.50707569
Phel_clc_contig_329,9.004762885,8.301917282,7.618247467
