Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_626	1123	4043	724	1281	3343	1404
seastar_clc_contig_6260	121	405	108	54	86	65
seastar_clc_contig_6261	13	330	7	2	6	9
seastar_clc_contig_6262	1481	3448	523	147	349	298
seastar_clc_contig_6263	326	1582	197	112	346	141
seastar_clc_contig_6264	170	298	28	12	14	26
seastar_clc_contig_6265	339	1584	158	35	42	35
seastar_clc_contig_6266	415	1519	252	61	194	178
seastar_clc_contig_6267	33	232	21	3	6	7
seastar_clc_contig_6268	630	2908	333	83	208	115
seastar_clc_contig_6269	38	172	41	18	32	65
seastar_clc_contig_627	949	4129	1223	498	495	456
seastar_clc_contig_6270	343	1220	250	82	154	102
seastar_clc_contig_6271	99	458	82	9	35	29
seastar_clc_contig_6272	124	1114	92	91	110	70
seastar_clc_contig_6273	651	28	0	358	3	6
seastar_clc_contig_6274	34	24	20	0	11	6
seastar_clc_contig_6275	163	605	58	32	23	60
seastar_clc_contig_6276	11	260	10	29	61	50
seastar_clc_contig_6277	184	1986	143	149	86	55
seastar_clc_contig_6278	165	842	104	80	103	53
seastar_clc_contig_6279	17	241	7	16	45	24
seastar_clc_contig_628	41	293	14	18	14	20
seastar_clc_contig_6280	657	4875	188	21	83	93
seastar_clc_contig_6281	45	180	10	3	12	13
seastar_clc_contig_6282	360	1246	155	25	102	36
seastar_clc_contig_6283	34	247	45	9	4	10
seastar_clc_contig_6284	594	4891	448	119	336	143
seastar_clc_contig_6285	27	203	4	6	17	9
seastar_clc_contig_6286	8	8	9	17	15	41
seastar_clc_contig_6287	212	1632	223	78	95	54
seastar_clc_contig_6288	174	0	0	0	11	68
seastar_clc_contig_6289	53	231	50	203	220	122
seastar_clc_contig_629	440	165	12	131	80	26
seastar_clc_contig_6290	131	697	60	23	14	32
seastar_clc_contig_6291	0	16	1	12	4	3
seastar_clc_contig_6292	20	360	9	41	48	35
seastar_clc_contig_6293	706	2155	324	46	140	107
seastar_clc_contig_6294	161	861	83	27	47	46
seastar_clc_contig_6295	184	472	268	47	52	31
seastar_clc_contig_6296	72	401	23	8	5	22
seastar_clc_contig_6297	8	77	1	3	11	0
seastar_clc_contig_6298	71	223	39	4	7	1
seastar_clc_contig_6299	98	616	43	20	56	32
seastar_clc_contig_63	3730	17541	2679	3191	3541	2801
seastar_clc_contig_630	24	40	34	193	34	22
seastar_clc_contig_6300	175	1341	43	49	77	47
seastar_clc_contig_6301	62	10574	48	5	1126	35
seastar_clc_contig_6302	119	419	51	13	31	21
seastar_clc_contig_6303	58	131	17	18	19	11
seastar_clc_contig_6304	0	7	3	12	7	3
seastar_clc_contig_6305	351	1439	221	61	157	116
seastar_clc_contig_6306	33	613	58	5	5	21
seastar_clc_contig_6307	12	48	2	2	2	22
seastar_clc_contig_6308	56	218	5	10	18	4
seastar_clc_contig_6309	66	309	53	12	27	18
seastar_clc_contig_631	9422	44864	6644	2821	9400	4281
seastar_clc_contig_6310	115	879	103	160	364	289
seastar_clc_contig_6311	102	470	112	36	106	104
seastar_clc_contig_6312	37	142	15	6	9	8
seastar_clc_contig_6313	501	1955	184	35	95	84
seastar_clc_contig_6314	316	1235	37	14	44	32
seastar_clc_contig_6315	3	172	6	20	14	26
seastar_clc_contig_6316	13	153	11	61	72	84
seastar_clc_contig_6317	81	831	50	23	37	38
seastar_clc_contig_6318	66	427	58	50	30	26
seastar_clc_contig_6319	30	441	2	1	1	2
seastar_clc_contig_632	10	75	3	1251	764	409
seastar_clc_contig_6320	16	38	8	3	6	0
seastar_clc_contig_6321	539	475	142	39	180	80
seastar_clc_contig_6322	190	935	150	126	145	96
seastar_clc_contig_6323	164	410	64	19	30	29
seastar_clc_contig_6324	83	348	133	21	37	28
seastar_clc_contig_6325	26	128	12	1	3	1
seastar_clc_contig_6326	59	247	41	12	4	8
seastar_clc_contig_6327	204	2090	132	40	102	93
seastar_clc_contig_6328	12	31	8	1	0	2
seastar_clc_contig_6329	30	166	36	3	18	8
seastar_clc_contig_633	836	3286	417	361	751	708
seastar_clc_contig_6330	223	1281	81	32	72	60
seastar_clc_contig_6331	265	625	147	21	47	31
seastar_clc_contig_6332	65	533	28	18	21	23
seastar_clc_contig_6333	74	485	85	8	11	24
seastar_clc_contig_6334	1149	8139	1127	309	1163	416
seastar_clc_contig_6335	108	925	118	140	619	83
seastar_clc_contig_6336	351	1550	88	52	59	45
seastar_clc_contig_6337	3	74	3	7	4	8
seastar_clc_contig_6338	31	162	11	4	16	5
seastar_clc_contig_6339	75	249	47	123	158	56
seastar_clc_contig_634	33	335	40	1297	951	403
seastar_clc_contig_6340	658	3318	354	15	36	33
seastar_clc_contig_6341	554	2415	331	123	298	275
seastar_clc_contig_6342	2452	8649	1412	109	124	103
seastar_clc_contig_6343	673	2543	204	113	261	194
seastar_clc_contig_6344	13	138	10	13	16	7
seastar_clc_contig_6345	69	347	164	246	621	486
seastar_clc_contig_6346	1	10	1	3	4	4
seastar_clc_contig_6347	202	1107	184	32	39	60
seastar_clc_contig_6348	50	362	17	20	39	27
seastar_clc_contig_6349	153	173	47	11	41	6
seastar_clc_contig_635	719	6366	1803	4850	4533	2170
seastar_clc_contig_6350	130	556	48	27	75	72
seastar_clc_contig_6351	44	375	9	28	31	37
seastar_clc_contig_6352	527	2267	392	45	41	49
seastar_clc_contig_6353	2825	18666	1839	275	475	219
seastar_clc_contig_6354	193	547	74	14	95	51
seastar_clc_contig_6355	53	153	32	25	35	57
seastar_clc_contig_6356	90	979	32	26	65	28
seastar_clc_contig_6357	230	648	172	62	172	123
seastar_clc_contig_6358	69	375	71	24	86	45
seastar_clc_contig_6359	81	393	51	50	48	56
seastar_clc_contig_636	3737	20840	2952	5524	6802	4213
seastar_clc_contig_6360	102	196	74	1	8	11
seastar_clc_contig_6361	256	1722	198	75	208	92
seastar_clc_contig_6362	392	898	49	30	45	48
seastar_clc_contig_6363	53	96	16	9	12	2
seastar_clc_contig_6364	20	168	28	17	12	11
seastar_clc_contig_6365	54	446	42	10	27	12
seastar_clc_contig_6366	57	295	35	6	10	10
seastar_clc_contig_6367	333	2698	138	10	15	23
seastar_clc_contig_6368	113	737	73	21	25	20
seastar_clc_contig_6369	112	393	41	37	45	80
seastar_clc_contig_637	738	7670	1360	1335	3723	2738
seastar_clc_contig_6370	1295	4268	513	102	147	101
seastar_clc_contig_6371	31	280	6	30	26	14
seastar_clc_contig_6372	0	17	0	111	76	19
seastar_clc_contig_6373	1524	1171	409	89	432	229
seastar_clc_contig_6374	22	142	7	34	47	40
seastar_clc_contig_6375	9	217	0	14	14	5
seastar_clc_contig_6376	47	30	18	1	15	13
seastar_clc_contig_6377	59	458	68	35	93	56
seastar_clc_contig_6378	281	1081	149	53	146	68
seastar_clc_contig_6379	255	623	84	146	327	164
seastar_clc_contig_638	23	168	2	196	47	63
seastar_clc_contig_6380	20	184	26	11	39	22
seastar_clc_contig_6381	427	2379	224	92	206	125
seastar_clc_contig_6382	114	752	117	282	322	152
seastar_clc_contig_6383	141	251	86	12	66	13
seastar_clc_contig_6384	162	679	145	24	114	58
seastar_clc_contig_6385	39	172	11	23	32	39
seastar_clc_contig_6386	27	270	27	8	10	14
seastar_clc_contig_6387	273	2015	124	22	3	28
seastar_clc_contig_6388	425	3131	180	27	30	20
seastar_clc_contig_6389	205	1150	83	192	174	89
seastar_clc_contig_639	108	1839	25	38	71	42
seastar_clc_contig_6390	233	1042	117	22	29	27
seastar_clc_contig_6391	210	914	73	16	19	34
seastar_clc_contig_6392	63	491	54	11	10	3
seastar_clc_contig_6393	1141	5014	635	103	233	167
seastar_clc_contig_6394	507	1410	240	77	93	72
seastar_clc_contig_6395	262	959	74	51	91	32
seastar_clc_contig_6396	387	1495	169	254	361	198
seastar_clc_contig_6397	15	167	9	11	4	10
seastar_clc_contig_6398	84	320	111	129	176	58
seastar_clc_contig_6399	25	329	3	67	0	0
seastar_clc_contig_64	8763	86477	6276	6401	20691	16213
seastar_clc_contig_640	732	2507	128	191	227	404
seastar_clc_contig_6400	33	504	33	112	91	50
seastar_clc_contig_6401	19	77	1	12	14	7
seastar_clc_contig_6402	6	122	13	68	24	8
seastar_clc_contig_6403	5	180	6	23	15	14
seastar_clc_contig_6404	18	179	24	4	3	6
seastar_clc_contig_6405	9	34	9	28	25	43
seastar_clc_contig_6406	581	4105	412	288	681	375
seastar_clc_contig_6407	3450	9101	510	128	536	467
seastar_clc_contig_6408	22	196	5	56	21	47
seastar_clc_contig_6409	48	336	10	28	24	12
seastar_clc_contig_641	463	2248	172	317	481	263
seastar_clc_contig_6410	46	43	20	4	5	15
seastar_clc_contig_6411	3002	11289	1710	567	1773	973
seastar_clc_contig_6412	47	621	58	115	261	120
seastar_clc_contig_6413	693	5260	480	130	178	113
seastar_clc_contig_6414	269	1307	108	117	163	148
seastar_clc_contig_6415	7	47	4	33	100	4
seastar_clc_contig_6416	203	1761	145	50	29	124
seastar_clc_contig_6417	56	423	17	54	50	27
seastar_clc_contig_6418	226	1529	75	46	108	62
seastar_clc_contig_6419	1	39	1	4	8	14
seastar_clc_contig_642	32	168	23	5	9	14
seastar_clc_contig_6420	317	279	108	23	74	46
seastar_clc_contig_6421	91	1058	45	4	41	35
seastar_clc_contig_6422	176	1105	139	11	68	47
seastar_clc_contig_6423	31	216	63	3	14	15
seastar_clc_contig_6424	8	10	6	36	54	32
seastar_clc_contig_6425	49	184	10	145	157	72
seastar_clc_contig_6426	25	236	16	3	1	1
seastar_clc_contig_6427	6	6	8	19	31	16
seastar_clc_contig_6428	62	470	10	70	81	50
seastar_clc_contig_6429	612	2059	243	221	252	103
seastar_clc_contig_643	833	5737	137	4695	9937	8350
seastar_clc_contig_6430	186	1178	118	18	23	68
seastar_clc_contig_6431	28	119	27	7	0	13
seastar_clc_contig_6432	283	1584	107	46	122	33
seastar_clc_contig_6433	48	537	52	113	136	93
seastar_clc_contig_6434	161	1112	112	10	22	11
seastar_clc_contig_6435	151	1121	145	140	214	134
seastar_clc_contig_6436	606	2192	323	163	396	321
seastar_clc_contig_6437	150	121	54	25	9	11
seastar_clc_contig_6438	33	31	4	48	9	3
seastar_clc_contig_6439	92	633	6	38	23	27
seastar_clc_contig_644	3199	12514	2143	839	1933	1067
seastar_clc_contig_6440	34	177	16	1	0	4
seastar_clc_contig_6441	35	214	12	22	28	21
seastar_clc_contig_6442	782	2499	175	24	158	34
seastar_clc_contig_6443	1117	900	311	97	229	180
seastar_clc_contig_6444	65	742	36	71	113	19
seastar_clc_contig_6445	815	2582	430	186	209	269
seastar_clc_contig_6446	32	224	23	26	20	7
seastar_clc_contig_6447	342	1849	154	107	180	145
seastar_clc_contig_6448	381	3155	242	289	395	264
seastar_clc_contig_6449	332	2611	126	23	43	27
seastar_clc_contig_645	1910	7904	1185	210	557	841
seastar_clc_contig_6450	12	85	13	6	5	10
seastar_clc_contig_6451	15	155	4	4	0	10
seastar_clc_contig_6452	1585	2	526	46	203	83
seastar_clc_contig_6453	14	61	11	29	28	12
seastar_clc_contig_6454	248	828	187	183	428	269
seastar_clc_contig_6455	30	184	22	4	3	6
seastar_clc_contig_6456	13	63	26	6	0	3
seastar_clc_contig_6457	43	126	25	7	17	9
seastar_clc_contig_6458	156	997	35	14	35	89
seastar_clc_contig_6459	745	2858	136	136	218	278
seastar_clc_contig_646	238	953	173	269	604	244
seastar_clc_contig_6460	8	79	3	0	0	2
seastar_clc_contig_6461	2	47	3	3	7	9
seastar_clc_contig_6462	28	176	28	13	31	30
seastar_clc_contig_6463	18	134	2	4	1	4
seastar_clc_contig_6464	55	341	44	2	7	17
seastar_clc_contig_6465	32	524	30	42	93	45
seastar_clc_contig_6466	57	294	28	24	58	45
seastar_clc_contig_6467	17	93	5	4	3	6
seastar_clc_contig_6468	1	14	4	2	2	117
seastar_clc_contig_6469	6	62	9	3	0	26
seastar_clc_contig_647	270	4028	170	577	936	132
seastar_clc_contig_6470	61	530	12	35	44	31
seastar_clc_contig_6471	808	2460	261	51	138	101
seastar_clc_contig_6472	49	337	19	83	119	50
seastar_clc_contig_6473	28	205	17	23	56	37
seastar_clc_contig_6474	271	828	121	73	106	84
seastar_clc_contig_6475	180	698	78	37	77	51
seastar_clc_contig_6476	122	598	61	40	118	53
seastar_clc_contig_6477	1	46	15	200	47	38
seastar_clc_contig_6478	56	357	69	6	17	20
seastar_clc_contig_6479	649	2678	343	26	107	40
seastar_clc_contig_648	143	1073	118	19	55	21
seastar_clc_contig_6480	19	334	45	20	25	62
seastar_clc_contig_6481	18	184	5	10	12	3
seastar_clc_contig_6482	246	1037	143	31	92	79
seastar_clc_contig_6483	4	30	7	1	0	1
seastar_clc_contig_6484	921	4096	512	541	874	617
seastar_clc_contig_6485	36	24	16	29	41	30
seastar_clc_contig_6486	12	143	5	4	0	12
seastar_clc_contig_6487	76	372	72	13	28	30
seastar_clc_contig_6488	395	366	126	19	107	74
seastar_clc_contig_6489	0	248	17	10	16	3
seastar_clc_contig_649	70	1421	51	184	349	161
seastar_clc_contig_6490	581	1183	116	72	264	97
seastar_clc_contig_6491	5	32	0	1	4	1
seastar_clc_contig_6492	119	1117	65	41	130	100
seastar_clc_contig_6493	366	4304	126	265	72	49
seastar_clc_contig_6494	1	89	6	22	0	12
seastar_clc_contig_6495	31	285	44	32	61	41
seastar_clc_contig_6496	36	354	17	3	16	14
seastar_clc_contig_6497	35	428	32	179	77	50
seastar_clc_contig_6498	28	164	5	5	23	0
seastar_clc_contig_6499	23	476	73	3	1	4
seastar_clc_contig_65	8111	48386	6684	3112	6148	3361
seastar_clc_contig_650	1452	4291	413	1653	999	419
seastar_clc_contig_6500	76	120	8	12	40	16
seastar_clc_contig_6501	9	104	5	37	40	8
seastar_clc_contig_6502	167	434	87	67	121	44
seastar_clc_contig_6503	22	70	1	38	0	0
seastar_clc_contig_6504	141	689	86	24	94	65
seastar_clc_contig_6505	197	2144	247	112	190	152
seastar_clc_contig_6506	280	2719	115	233	559	236
seastar_clc_contig_6507	260	1839	157	66	114	76
seastar_clc_contig_6508	32	198	11	8	12	11
seastar_clc_contig_6509	240	1246	201	22	66	38
seastar_clc_contig_651	18780	80525	6080	670	1305	1190
seastar_clc_contig_6510	111	780	63	6	32	25
seastar_clc_contig_6511	102	433	46	66	74	39
seastar_clc_contig_6512	16	103	12	24	8	14
seastar_clc_contig_6513	1182	880	324	78	292	179
seastar_clc_contig_6514	1012	844	271	84	227	155
seastar_clc_contig_6515	87	977	50	102	147	72
seastar_clc_contig_6516	250	1310	146	72	160	103
seastar_clc_contig_6517	5	38	0	4	4	1
seastar_clc_contig_6518	40	232	13	55	41	32
seastar_clc_contig_6519	451	2016	214	39	138	87
seastar_clc_contig_652	252	1459	158	138	193	131
seastar_clc_contig_6520	487	776	204	53	139	75
seastar_clc_contig_6521	0	0	7	33	29	1
seastar_clc_contig_6522	611	6905	1047	250	342	234
seastar_clc_contig_6523	125	642	20	41	61	61
seastar_clc_contig_6524	13	126	2	10	13	12
seastar_clc_contig_6525	12	72	14	45	41	32
seastar_clc_contig_6526	64	458	22	18	38	46
seastar_clc_contig_6527	96	694	77	72	209	80
seastar_clc_contig_6528	971	5088	368	26	98	87
seastar_clc_contig_6529	140	3248	178	39	71	50
seastar_clc_contig_653	321	3176	547	1591	3827	4139
seastar_clc_contig_6530	76	316	71	4	43	18
seastar_clc_contig_6531	301	1346	291	112	192	188
seastar_clc_contig_6532	55	277	52	84	80	53
seastar_clc_contig_6533	232	1114	85	6	54	31
seastar_clc_contig_6534	698	2686	533	356	748	598
seastar_clc_contig_6535	274	869	0	59	133	64
seastar_clc_contig_6536	317	2272	186	94	114	118
seastar_clc_contig_6537	15	117	9	23	26	5
seastar_clc_contig_6538	134	610	141	22	125	44
seastar_clc_contig_6539	55	335	27	32	128	63
seastar_clc_contig_654	31132	120837	32005	4449	18595	11758
seastar_clc_contig_6540	24	158	26	139	238	116
seastar_clc_contig_6541	35	28	5	123	119	16
seastar_clc_contig_6542	20	121	8	1	3	5
seastar_clc_contig_6543	344	296	98	36	68	74
seastar_clc_contig_6544	497	1800	488	76	180	146
seastar_clc_contig_6545	326	1317	121	92	103	54
seastar_clc_contig_6546	5	2	0	123	0	23
seastar_clc_contig_6547	32	185	3	15	19	10
seastar_clc_contig_6548	839	3861	481	70	112	127
seastar_clc_contig_6549	20	86	41	49	122	31
seastar_clc_contig_655	1215	5317	508	101	255	179
seastar_clc_contig_6550	58	584	46	26	37	30
seastar_clc_contig_6551	79	682	294	124	36	135
seastar_clc_contig_6552	288	1363	223	44	123	115
seastar_clc_contig_6553	479	2355	233	20	180	122
seastar_clc_contig_6554	6	14	2	1	7	1
seastar_clc_contig_6555	133	837	85	46	96	76
seastar_clc_contig_6556	49	316	16	5	7	2
seastar_clc_contig_6557	960	3908	592	91	286	149
seastar_clc_contig_6558	155	1340	124	149	259	174
seastar_clc_contig_6559	8	563	47	141	465	219
seastar_clc_contig_656	947	7626	571	215	649	279
seastar_clc_contig_6560	95	916	35	10	41	25
seastar_clc_contig_6561	5	87	5	4	3	7
seastar_clc_contig_6562	20	184	22	7	13	12
seastar_clc_contig_6563	177	641	54	10	39	9
seastar_clc_contig_6564	63	378	71	40	111	91
seastar_clc_contig_6565	783	4916	427	64	137	99
seastar_clc_contig_6566	682	3881	410	137	357	281
seastar_clc_contig_6567	19	52	6	14	15	11
seastar_clc_contig_6568	41	430	17	55	42	37
seastar_clc_contig_6569	220	2608	31	18	10	9
seastar_clc_contig_657	2974	12304	1728	78	277	183
seastar_clc_contig_6570	23	140	19	1	8	2
seastar_clc_contig_6571	597	2308	384	55	133	205
seastar_clc_contig_6572	0	8	10	22	4	20
seastar_clc_contig_6573	9	116	13	3	5	0
seastar_clc_contig_6574	1415	6255	805	85	175	169
seastar_clc_contig_6575	56	433	29	18	41	22
seastar_clc_contig_6576	100	414	94	133	208	249
seastar_clc_contig_6577	282	1783	139	241	358	189
seastar_clc_contig_6578	0	12	0	3	10	1
seastar_clc_contig_6579	69	661	24	19	25	24
seastar_clc_contig_658	678	4819	149	38	132	74
seastar_clc_contig_6580	138	887	82	320	19	48
seastar_clc_contig_6581	147	783	69	14	24	19
seastar_clc_contig_6582	1327	11480	591	48	244	19
seastar_clc_contig_6583	299	755	166	121	137	81
seastar_clc_contig_6584	3	23	6	202	14	1
seastar_clc_contig_6585	15	313	61	27	228	99
seastar_clc_contig_6586	567	1608	220	51	119	76
seastar_clc_contig_6587	248	3032	152	206	95	41
seastar_clc_contig_6588	112	868	46	9	24	8
seastar_clc_contig_6589	82	576	96	44	96	25
seastar_clc_contig_659	399	2336	372	104	492	402
seastar_clc_contig_6590	106	290	38	106	0	5
seastar_clc_contig_6591	113	347	50	18	61	23
seastar_clc_contig_6592	26	199	7	17	3	10
seastar_clc_contig_6593	401	1398	227	53	130	92
seastar_clc_contig_6594	574	1761	471	12	25	23
seastar_clc_contig_6595	49	343	26	4	10	9
seastar_clc_contig_6596	670	2901	370	29	122	134
seastar_clc_contig_6597	388	2296	189	66	183	136
seastar_clc_contig_6598	49	486	30	76	90	27
seastar_clc_contig_6599	49	65	30	7	28	10
seastar_clc_contig_66	165	546	54	2494	1668	491
seastar_clc_contig_660	233	1654	214	154	499	259
seastar_clc_contig_6600	112	775	43	51	63	59
seastar_clc_contig_6601	20	234	35	24	16	16
seastar_clc_contig_6602	205	1496	68	95	61	60
seastar_clc_contig_6603	230	825	127	52	72	46
seastar_clc_contig_6604	29	132	15	109	191	95
seastar_clc_contig_6605	608	1912	294	147	228	109
seastar_clc_contig_6606	29	151	21	14	30	14
seastar_clc_contig_6607	342	1248	476	288	396	362
seastar_clc_contig_6608	1157	5623	691	197	369	355
seastar_clc_contig_6609	34	299	15	30	18	14
seastar_clc_contig_661	556	2185	247	746	424	159
seastar_clc_contig_6610	1783	11459	783	627	1258	892
seastar_clc_contig_6611	43	461	16	12	9	3
seastar_clc_contig_6612	1316	10991	1059	12	78	31
seastar_clc_contig_6613	1188	5979	1023	233	434	455
seastar_clc_contig_6614	43	595	40	12	61	10
seastar_clc_contig_6615	192	728	64	16	12	17
seastar_clc_contig_6616	11	99	3	6	22	8
seastar_clc_contig_6617	0	18	12	61	14	17
seastar_clc_contig_6618	219	1323	109	52	80	92
seastar_clc_contig_6619	316	993	178	98	663	185
seastar_clc_contig_662	88	295	36	11	16	20
seastar_clc_contig_6620	0	3	0	28	6	2
seastar_clc_contig_6621	148	1	110	94	180	105
seastar_clc_contig_6622	160	620	82	13	49	49
seastar_clc_contig_6623	30	259	39	32	46	38
seastar_clc_contig_6624	11	94	7	70	93	60
seastar_clc_contig_6625	188	1059	150	14	47	45
seastar_clc_contig_6626	0	20	3	1	8	5
seastar_clc_contig_6627	0	221	25	2	5	5
seastar_clc_contig_6628	121	1867	146	59	55	39
seastar_clc_contig_6629	16	125	8	2	7	7
seastar_clc_contig_663	23289	84501	17873	2734	3401	1867
seastar_clc_contig_6630	48	534	45	19	24	19
seastar_clc_contig_6631	139	1059	81	41	44	21
seastar_clc_contig_6632	292	1311	202	153	314	211
seastar_clc_contig_6633	341	1573	210	51	172	115
seastar_clc_contig_6634	67	302	29	20	56	26
seastar_clc_contig_6635	12	62	2	215	49	37
seastar_clc_contig_6636	643	2125	478	308	484	306
seastar_clc_contig_6637	0	77	1	4	11	6
seastar_clc_contig_6638	231	1982	130	121	341	208
seastar_clc_contig_6639	789	2405	296	33	126	114
seastar_clc_contig_664	347	1731	227	51	169	106
seastar_clc_contig_6640	70	552	28	67	62	21
seastar_clc_contig_6641	168	1442	146	82	142	87
seastar_clc_contig_6642	69	329	43	5	0	9
seastar_clc_contig_6643	137	856	45	27	41	24
seastar_clc_contig_6644	17	120	3	6	8	5
seastar_clc_contig_6645	19	39	6	5	1	2
seastar_clc_contig_6646	0	0	9	0	43	20
seastar_clc_contig_6647	702	870	258	26	85	52
seastar_clc_contig_6648	88	605	303	55	11	10
seastar_clc_contig_6649	6	92	2	57	21	23
seastar_clc_contig_665	198	2346	147	106	120	87
seastar_clc_contig_6650	83	340	33	8	23	19
seastar_clc_contig_6651	0	169	9	13	41	58
seastar_clc_contig_6652	38	325	33	130	98	42
seastar_clc_contig_6653	89	363	23	82	120	62
seastar_clc_contig_6654	12	134	7	61	18	10
seastar_clc_contig_6655	901	4883	341	5	15	19
seastar_clc_contig_6656	283	563	22	39	40	220
seastar_clc_contig_6657	10	149	7	21	43	12
seastar_clc_contig_6658	454	2850	327	79	97	54
seastar_clc_contig_6659	76	49	127	10	45	5
seastar_clc_contig_666	2387	17386	1108	55	112	204
seastar_clc_contig_6660	6	33	8	10	28	4
seastar_clc_contig_6661	1462	1279	442	99	378	217
seastar_clc_contig_6662	454	1737	317	96	271	111
seastar_clc_contig_6663	42	478	33	80	254	36
seastar_clc_contig_6664	161	650	120	20	32	38
seastar_clc_contig_6665	36	548	19	106	94	43
seastar_clc_contig_6666	207	1252	173	38	44	30
seastar_clc_contig_6667	24	193	27	33	55	24
seastar_clc_contig_6668	7	250	11	45	66	28
seastar_clc_contig_6669	163	1934	52	459	228	83
seastar_clc_contig_667	586	8773	323	306	506	112
seastar_clc_contig_6670	130	686	50	102	126	86
seastar_clc_contig_6671	25	732	14	61	35	20
seastar_clc_contig_6672	779	3667	772	290	236	196
seastar_clc_contig_6673	87	95	19	1	11	23
seastar_clc_contig_6674	568	5089	767	339	614	453
seastar_clc_contig_6675	466	2723	392	283	423	218
seastar_clc_contig_6676	239	1417	89	181	305	208
seastar_clc_contig_6677	98	453	59	18	43	23
seastar_clc_contig_6678	48	86	18	10	10	5
seastar_clc_contig_6679	27	472	31	38	57	41
seastar_clc_contig_668	113	733	101	190	208	61
seastar_clc_contig_6680	2135	10640	845	123	272	197
seastar_clc_contig_6681	98	912	129	49	142	84
