Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_23567	0	35	0	2	8	0
seastar_clc_contig_23568	2	14	0	2	0	1
seastar_clc_contig_23569	7	2	1	1	0	0
seastar_clc_contig_2357	576	4835	211	4	30	38
seastar_clc_contig_23570	62	316	26	2	19	17
seastar_clc_contig_23571	0	42	2	1	4	5
seastar_clc_contig_23572	5	51	2	1	4	2
seastar_clc_contig_23573	9	11	2	0	7	3
seastar_clc_contig_23574	9	39	5	2	0	40
seastar_clc_contig_23575	33	9	0	1	5	0
seastar_clc_contig_23576	2	29	5	0	3	3
seastar_clc_contig_23577	5	21	0	1	0	6
seastar_clc_contig_23578	10	42	7	0	0	0
seastar_clc_contig_23579	10	60	2	1	3	2
seastar_clc_contig_2358	41	117	24	17	24	13
seastar_clc_contig_23580	29	34	7	1	7	6
seastar_clc_contig_23581	0	36	0	0	3	0
seastar_clc_contig_23582	23	2	5	0	6	1
seastar_clc_contig_23583	0	21	2	3	2	2
seastar_clc_contig_23584	68	176	6	0	6	9
seastar_clc_contig_23585	13	50	2	1	3	1
seastar_clc_contig_23586	1	16	0	3	0	0
seastar_clc_contig_23587	2	104	5	0	0	0
seastar_clc_contig_23588	2	46	6	0	0	0
seastar_clc_contig_23589	26	179	12	2	0	1
seastar_clc_contig_2359	1445	5325	731	927	1071	666
seastar_clc_contig_23590	28	299	9	1	16	3
seastar_clc_contig_23591	18	70	4	1	0	3
seastar_clc_contig_23592	6	12	1	0	0	0
seastar_clc_contig_23593	5	19	0	1	8	0
seastar_clc_contig_23594	0	81	3	1	10	3
seastar_clc_contig_23595	8	119	4	6	8	5
seastar_clc_contig_23596	11	6	2	0	0	0
seastar_clc_contig_23597	0	41	3	2	0	1
seastar_clc_contig_23598	17	26	2	1	5	0
seastar_clc_contig_23599	0	22	0	1	0	0
seastar_clc_contig_236	10920	55986	8232	6027	9115	6247
seastar_clc_contig_2360	7	41	4	93	188	83
seastar_clc_contig_23600	4	84	2	2	2	6
seastar_clc_contig_23601	18	7	1	0	8	2
seastar_clc_contig_23602	9	52	2	2	13	2
seastar_clc_contig_23603	4	36	2	0	6	7
seastar_clc_contig_23604	0	32	0	2	2	0
seastar_clc_contig_23605	4	1	2	0	25	1
seastar_clc_contig_23606	8	70	4	1	2	1
seastar_clc_contig_23607	25	30	15	2	28	10
seastar_clc_contig_23608	3	32	2	2	0	1
seastar_clc_contig_23609	5	16	0	2	15	0
seastar_clc_contig_2361	155482	6651	2323	336	279	699
seastar_clc_contig_23610	40	200	22	9	2	11
seastar_clc_contig_23611	0	13	0	3	0	1
seastar_clc_contig_23612	12	50	1	1	0	0
seastar_clc_contig_23613	20	1469	0	3	67	5
seastar_clc_contig_23614	5	9	3	0	0	1
seastar_clc_contig_23615	4	18	11	1	0	2
seastar_clc_contig_23616	2	12	0	0	0	2
seastar_clc_contig_23617	4	77	3	1	16	0
seastar_clc_contig_23618	0	50	1	7	8	2
seastar_clc_contig_23619	40	38	10	0	1	4
seastar_clc_contig_2362	14	77	7	4	0	0
seastar_clc_contig_23620	3	60	2	1	7	1
seastar_clc_contig_23621	5	23	0	1	1	0
seastar_clc_contig_23622	2	74	5	2	0	2
seastar_clc_contig_23623	2	18	2	1	5	3
seastar_clc_contig_23624	25	14	8	1	0	0
seastar_clc_contig_23625	0	25	0	2	0	2
seastar_clc_contig_23626	5	44	4	0	0	0
seastar_clc_contig_23627	27	15	7	0	0	1
seastar_clc_contig_23628	3	6	0	4	9	2
seastar_clc_contig_23629	8	10	0	0	0	3
seastar_clc_contig_2363	2230	8000	1134	778	1095	1052
seastar_clc_contig_23630	0	11	4	2	0	1
seastar_clc_contig_23631	172	884	127	37	38	47
seastar_clc_contig_23632	0	12	1	3	0	0
seastar_clc_contig_23633	20	6	3	2	5	4
seastar_clc_contig_23634	14	29	0	1	0	0
seastar_clc_contig_23635	0	23	0	1	0	2
seastar_clc_contig_23636	8	35	0	3	0	3
seastar_clc_contig_23637	4	99	0	0	0	1
seastar_clc_contig_23638	2	33	3	0	2	2
seastar_clc_contig_23639	5	4	2	0	5	0
seastar_clc_contig_2364	539	3240	402	147	399	407
seastar_clc_contig_23640	14	10	2	2	0	0
seastar_clc_contig_23641	3	13	0	0	2	4
seastar_clc_contig_23642	6	1	1	1	0	1
seastar_clc_contig_23643	19	267	3	3	7	8
seastar_clc_contig_23644	52	166	6	2	6	4
seastar_clc_contig_23645	6	24	2	1	0	0
seastar_clc_contig_23646	7	43	1	0	0	1
seastar_clc_contig_23647	5	33	6	1	6	0
seastar_clc_contig_23648	1	26	1	1	7	0
seastar_clc_contig_23649	2	12	0	1	1	0
seastar_clc_contig_2365	54	308	61	704	848	368
seastar_clc_contig_23650	0	32	2	2	0	5
seastar_clc_contig_23651	15	205	8	2	8	14
seastar_clc_contig_23652	46	216	27	3	0	2
seastar_clc_contig_23653	10	26	2	2	10	2
seastar_clc_contig_23654	0	28	2	2	0	0
seastar_clc_contig_23655	10	149	4	1	4	0
seastar_clc_contig_23656	21	13	2	2	7	3
seastar_clc_contig_23657	0	25	1	1	0	2
seastar_clc_contig_23658	6	10	0	1	0	0
seastar_clc_contig_23659	44	13	11	1	9	6
seastar_clc_contig_2366	43	400	69	15	22	18
seastar_clc_contig_23660	15	9	4	1	0	3
seastar_clc_contig_23661	2	23	2	1	3	0
seastar_clc_contig_23662	17	50	2	1	0	0
seastar_clc_contig_23663	10	66	1	0	3	3
seastar_clc_contig_23664	0	74	3	1	0	3
seastar_clc_contig_23665	4	31	1	1	0	3
seastar_clc_contig_23666	21	8	3	2	5	0
seastar_clc_contig_23667	7	81	8	2	0	1
seastar_clc_contig_23668	7	12	4	0	3	2
seastar_clc_contig_23669	0	157	1	1	0	1
seastar_clc_contig_2367	1347	5878	950	424	825	488
seastar_clc_contig_23670	21	526	13	1	11	0
seastar_clc_contig_23671	35	93	18	2	3	1
seastar_clc_contig_23672	5	9	9	0	1	2
seastar_clc_contig_23673	0	55	1	1	1	1
seastar_clc_contig_23674	0	78	4	0	2	1
seastar_clc_contig_23675	4	50	4	4	0	1
seastar_clc_contig_23676	22	46	5	2	2	28
seastar_clc_contig_23677	33	249	20	4	6	19
seastar_clc_contig_23678	8	23	4	0	0	5
seastar_clc_contig_23679	10	9	3	1	6	4
seastar_clc_contig_2368	556	2729	190	103	166	113
seastar_clc_contig_23680	8	6	0	3	0	1
seastar_clc_contig_23681	16	64	1	5	0	7
seastar_clc_contig_23682	19	7	4	1	0	1
seastar_clc_contig_23683	5	34	0	2	0	2
seastar_clc_contig_23684	1	25	0	3	3	1
seastar_clc_contig_23685	17	103	7	1	2	3
seastar_clc_contig_23686	4	28	2	2	0	7
seastar_clc_contig_23687	15	9	4	2	4	1
seastar_clc_contig_23688	17	8	2	1	7	1
seastar_clc_contig_23689	11	145	23	2	0	1
seastar_clc_contig_2369	14	176	22	1	6	7
seastar_clc_contig_23690	17	155	8	0	29	3
seastar_clc_contig_23691	13	8	3	1	0	0
seastar_clc_contig_23692	0	38	5	3	0	20
seastar_clc_contig_23693	0	24	0	1	0	0
seastar_clc_contig_23694	4	2	3	0	10	24
seastar_clc_contig_23695	17	60	8	2	0	4
seastar_clc_contig_23696	8	102	1	2	3	2
seastar_clc_contig_23697	227	114	52	19	45	33
seastar_clc_contig_23698	11	10	1	1	2	15
seastar_clc_contig_23699	42	37	8	0	10	10
seastar_clc_contig_237	33	475	16	31	56	32
seastar_clc_contig_2370	438	2478	257	97	233	170
seastar_clc_contig_23700	36	134	4	2	4	9
seastar_clc_contig_23701	17	5	5	1	5	0
seastar_clc_contig_23702	4	25	0	0	0	1
seastar_clc_contig_23703	36	47	6	4	2	3
seastar_clc_contig_23704	24	34	11	2	12	4
seastar_clc_contig_23705	2	49	2	1	7	3
seastar_clc_contig_23706	40	11	1	4	0	1
seastar_clc_contig_23707	67	354	20	2	20	31
seastar_clc_contig_23708	1	80	2	5	4	6
seastar_clc_contig_23709	42	205	13	3	3	2
seastar_clc_contig_2371	65	310	42	475	1401	147
seastar_clc_contig_23710	4	47	7	2	0	0
seastar_clc_contig_23711	1	19	0	1	6	0
seastar_clc_contig_23712	9	104	2	4	2	9
seastar_clc_contig_23713	0	7	1	0	8	2
seastar_clc_contig_23714	1	59	1	1	0	0
seastar_clc_contig_23715	14	11	1	1	0	1
seastar_clc_contig_23716	21	3	1	1	7	3
seastar_clc_contig_23717	5	37	2	2	1	2
seastar_clc_contig_23718	18	30	38	2	14	4
seastar_clc_contig_23719	2	46	1	1	0	0
seastar_clc_contig_2372	485	1911	288	69	487	100
seastar_clc_contig_23720	7	35	5	1	0	0
seastar_clc_contig_23721	0	10	0	1	2	4
seastar_clc_contig_23722	5	55	0	3	0	0
seastar_clc_contig_23723	0	10	2	1	0	2
seastar_clc_contig_23724	6	44	5	2	0	2
seastar_clc_contig_23725	4	27	0	2	7	0
seastar_clc_contig_23726	1290	1003	340	131	336	289
seastar_clc_contig_23727	0	21	0	1	10	2
seastar_clc_contig_23728	91	929	44	2	10	6
seastar_clc_contig_23729	0	43	0	8	0	3
seastar_clc_contig_2373	34	102	16	484	155	65
seastar_clc_contig_23730	0	21	0	3	1	1
seastar_clc_contig_23731	16	98	6	0	0	0
seastar_clc_contig_23732	5	35	0	0	0	2
seastar_clc_contig_23733	2	9	1	3	1	0
seastar_clc_contig_23734	4	291	6	0	0	0
seastar_clc_contig_23735	28	153	4	2	9	8
seastar_clc_contig_23736	6	40	9	2	2	5
seastar_clc_contig_23737	38	93	16	4	0	7
seastar_clc_contig_23738	0	34	4	2	0	1
seastar_clc_contig_23739	35	157	7	0	4	0
seastar_clc_contig_2374	3240	13204	1641	545	1352	951
seastar_clc_contig_23740	9	29	5	1	0	1
seastar_clc_contig_23741	11	152	4	0	4	6
seastar_clc_contig_23742	22	22	12	1	0	3
seastar_clc_contig_23743	0	26	0	1	5	1
seastar_clc_contig_23744	0	23	0	0	5	0
seastar_clc_contig_23745	0	17	1	1	0	0
seastar_clc_contig_23746	5	41	0	4	0	0
seastar_clc_contig_23747	46	375	29	1	0	7
seastar_clc_contig_23748	0	77	3	1	0	0
seastar_clc_contig_23749	2	21	3	2	6	1
seastar_clc_contig_2375	828	4026	706	414	578	582
seastar_clc_contig_23750	41	16	5	3	1	9
seastar_clc_contig_23751	1	84	10	1	0	0
seastar_clc_contig_23752	1	26	0	0	0	0
seastar_clc_contig_23753	7	7	5	0	0	4
seastar_clc_contig_23754	34	17	2	2	0	3
seastar_clc_contig_23755	3	8	2	1	1	1
seastar_clc_contig_23756	2	6	5	1	0	3
seastar_clc_contig_23757	2	73	5	1	14	8
seastar_clc_contig_23758	8	35	2	2	5	2
seastar_clc_contig_23759	0	232	0	1	4	0
seastar_clc_contig_2376	176	797	119	12	38	35
seastar_clc_contig_23760	16	75	4	2	0	1
seastar_clc_contig_23761	0	36	2	2	15	4
seastar_clc_contig_23762	10	121	2	1	0	1
seastar_clc_contig_23763	3	55	2	2	0	0
seastar_clc_contig_23764	22	87	5	1	0	1
seastar_clc_contig_23765	2	3	1	2	5	4
seastar_clc_contig_23766	0	21	3	1	0	6
seastar_clc_contig_23767	4	201	0	3	11	1
seastar_clc_contig_23768	4	45	4	2	0	1
seastar_clc_contig_23769	33	589	135	0	0	11
seastar_clc_contig_2377	68	233	13	12	52	10
seastar_clc_contig_23770	6	14	5	1	0	0
seastar_clc_contig_23771	3	14	9	0	1	0
seastar_clc_contig_23772	35	15	5	2	12	4
seastar_clc_contig_23773	0	39	7	1	3	0
seastar_clc_contig_23774	10	4	1	1	1	5
seastar_clc_contig_23775	17	13	2	2	3	4
seastar_clc_contig_23776	79	22	0	1	13	2
seastar_clc_contig_23777	3	42	2	0	0	3
seastar_clc_contig_23778	2	14	0	1	0	0
seastar_clc_contig_23779	49	31	7	2	6	6
seastar_clc_contig_2378	35	528	4	2	6	14
seastar_clc_contig_23780	5	110	3	2	9	2
seastar_clc_contig_23781	34	193	39	3	7	7
seastar_clc_contig_23782	50	101	15	0	7	24
seastar_clc_contig_23783	24	11	5	1	5	0
seastar_clc_contig_23784	8	44	2	1	0	0
seastar_clc_contig_23785	5	14	5	1	0	0
seastar_clc_contig_23786	19	55	3	1	0	1
seastar_clc_contig_23787	8	74	4	1	0	2
seastar_clc_contig_23788	1	28	0	0	0	0
seastar_clc_contig_23789	80	259	59	3	4	9
seastar_clc_contig_2379	76	586	61	633	548	320
seastar_clc_contig_23790	9	106	6	2	4	2
seastar_clc_contig_23791	8	84	1	1	0	7
seastar_clc_contig_23792	14	180	9	3	1	8
seastar_clc_contig_23793	47	309	35	5	40	25
seastar_clc_contig_23794	12	18	4	3	11	2
seastar_clc_contig_23795	21	52	0	2	0	0
seastar_clc_contig_23796	1	35	2	4	0	1
seastar_clc_contig_23797	28	5	4	1	15	1
seastar_clc_contig_23798	0	11	0	3	5	0
seastar_clc_contig_23799	0	80	1	3	14	2
seastar_clc_contig_238	2068	8978	1634	395	91	1620
seastar_clc_contig_2380	11	23	8	482	109	65
seastar_clc_contig_23800	7	90	8	4	3	3
seastar_clc_contig_23801	4	31	2	0	2	1
seastar_clc_contig_23802	12	20	5	2	4	5
seastar_clc_contig_23803	3	44	6	1	6	0
seastar_clc_contig_23804	0	55	3	1	1	1
seastar_clc_contig_23805	1	23	0	0	1	2
seastar_clc_contig_23806	5	29	0	1	0	1
seastar_clc_contig_23807	53	665	19	2	8	2
seastar_clc_contig_23808	1	55	3	2	0	4
seastar_clc_contig_23809	45	129	0	0	5	1
seastar_clc_contig_2381	53	708	41	67	89	58
seastar_clc_contig_23810	4	13	0	1	0	3
seastar_clc_contig_23811	22	82	14	0	18	11
seastar_clc_contig_23812	4	29	0	0	0	0
seastar_clc_contig_23813	0	25	0	1	0	0
seastar_clc_contig_23814	6	4	2	1	11	0
seastar_clc_contig_23815	0	39	2	2	3	0
seastar_clc_contig_23816	1	37	2	1	0	1
seastar_clc_contig_23817	5	106	6	0	15	2
seastar_clc_contig_23818	45	23	11	2	5	10
seastar_clc_contig_23819	4	3	7	1	1	0
seastar_clc_contig_2382	66	357	39	7	8	27
seastar_clc_contig_23820	11	55	7	1	0	1
seastar_clc_contig_23821	7	43	0	1	0	0
seastar_clc_contig_23822	5	25	1	1	0	0
seastar_clc_contig_23823	2	15	1	1	5	1
seastar_clc_contig_23824	9	83	8	3	6	10
seastar_clc_contig_23825	10	65	1	1	4	6
seastar_clc_contig_23826	1	22	1	2	7	1
seastar_clc_contig_23827	0	28	1	0	0	2
seastar_clc_contig_23828	0	19	1	0	0	1
seastar_clc_contig_23829	0	23	0	1	0	2
seastar_clc_contig_2383	150	1693	107	316	393	254
seastar_clc_contig_23830	8	85	1	2	9	6
seastar_clc_contig_23831	13	56	2	1	14	6
seastar_clc_contig_23832	0	46	1	1	1	2
seastar_clc_contig_23833	13	67	0	0	0	17
seastar_clc_contig_23834	27	36	15	6	96	4
seastar_clc_contig_23835	0	38	3	3	3	0
seastar_clc_contig_23836	4	15	10	2	6	4
seastar_clc_contig_23837	9	38	5	1	5	2
seastar_clc_contig_23838	24	46	5	0	0	8
seastar_clc_contig_23839	26	18	8	3	4	6
seastar_clc_contig_2384	802	3551	393	167	383	335
seastar_clc_contig_23840	29	15	18	1	2	5
seastar_clc_contig_23841	3	51	3	2	6	3
seastar_clc_contig_23842	0	12	1	1	3	0
seastar_clc_contig_23843	2	23	0	1	0	1
seastar_clc_contig_23844	109	361	47	1	0	15
seastar_clc_contig_23845	3	63	2	1	0	0
seastar_clc_contig_23846	16	3	5	1	4	0
seastar_clc_contig_23847	7	57	3	1	0	3
seastar_clc_contig_23848	15	55	6	0	2	7
seastar_clc_contig_23849	0	32	0	1	0	0
seastar_clc_contig_2385	1	28	1	101	53	11
seastar_clc_contig_23850	59	176	11	2	3	15
seastar_clc_contig_23851	1	5	6	1	8	1
seastar_clc_contig_23852	9	35	0	0	7	18
seastar_clc_contig_23853	11	8	0	2	1	0
seastar_clc_contig_23854	1	16	1	1	0	4
seastar_clc_contig_23855	7	15	1	2	10	6
seastar_clc_contig_23856	8	15	4	0	0	0
seastar_clc_contig_23857	0	14	0	1	0	1
seastar_clc_contig_23858	13	11	2	1	0	1
seastar_clc_contig_23859	36	27	15	2	0	1
seastar_clc_contig_2386	5844	20038	3342	1303	2659	1643
seastar_clc_contig_23860	4	29	1	1	0	0
seastar_clc_contig_23861	11	44	8	1	16	4
seastar_clc_contig_23862	0	46	0	1	2	0
seastar_clc_contig_23863	0	18	0	1	0	1
seastar_clc_contig_23864	27	34	9	2	4	3
seastar_clc_contig_23865	9	1	3	5	4	1
seastar_clc_contig_23866	26	55	25	1	5	4
seastar_clc_contig_23867	8	39	1	1	0	4
seastar_clc_contig_23868	8	39	0	1	0	7
seastar_clc_contig_23869	7	218	5	1	4	1
seastar_clc_contig_2387	927	3911	288	449	258	151
seastar_clc_contig_23870	8	18	3	1	0	0
seastar_clc_contig_23871	7	2	0	1	0	0
seastar_clc_contig_23872	8	49	3	0	7	3
seastar_clc_contig_23873	4	32	0	1	0	0
seastar_clc_contig_23874	26	221	5	1	0	6
seastar_clc_contig_23875	8	120	10	0	0	5
seastar_clc_contig_23876	2	49	3	0	0	2
seastar_clc_contig_23877	10	2	3	1	0	3
seastar_clc_contig_23878	20	85	13	1	9	2
seastar_clc_contig_23879	6	90	2	0	0	0
seastar_clc_contig_2388	75	616	46	237	235	83
seastar_clc_contig_23880	0	22	0	2	2	0
seastar_clc_contig_23881	17	166	10	0	0	0
seastar_clc_contig_23882	2	30	4	0	0	0
seastar_clc_contig_23883	36	171	17	1	8	10
seastar_clc_contig_23884	142	188	48	2	11	8
seastar_clc_contig_23885	43	38	12	2	18	11
seastar_clc_contig_23886	3	7	4	1	2	8
seastar_clc_contig_23887	27	14	6	1	0	2
seastar_clc_contig_23888	8	48	1	1	0	0
seastar_clc_contig_23889	13	78	7	2	1	2
seastar_clc_contig_2389	24	70	53	311	170	95
seastar_clc_contig_23890	1	18	2	1	0	4
seastar_clc_contig_23891	8	1	1	2	3	2
seastar_clc_contig_23892	66	372	22	7	4	10
seastar_clc_contig_23893	37	28	8	1	10	6
seastar_clc_contig_23894	25	8	0	1	0	0
seastar_clc_contig_23895	11	8	0	1	6	0
seastar_clc_contig_23896	5	21	1	2	0	9
seastar_clc_contig_23897	18	201	2	1	0	2
seastar_clc_contig_23898	14	13	8	3	9	3
seastar_clc_contig_23899	0	23	1	1	0	0
seastar_clc_contig_239	5	117	5	11	9	12
seastar_clc_contig_2390	33	319	15	45	36	22
seastar_clc_contig_23900	31	14	7	1	0	2
seastar_clc_contig_23901	22	72	4	1	1	1
seastar_clc_contig_23902	2	20	0	1	0	1
seastar_clc_contig_23903	0	29	2	2	1	0
seastar_clc_contig_23904	8	59	8	1	2	1
seastar_clc_contig_23905	0	35	0	1	0	0
seastar_clc_contig_23906	0	137	3	4	3	6
seastar_clc_contig_23907	0	18	0	1	0	0
seastar_clc_contig_23908	14	72	6	1	0	1
seastar_clc_contig_23909	2	4	6	1	0	0
seastar_clc_contig_2391	254	771	88	215	333	113
seastar_clc_contig_23910	0	34	5	2	11	2
seastar_clc_contig_23911	0	41	2	3	0	0
seastar_clc_contig_23912	13	22	3	2	8	15
seastar_clc_contig_23913	7	53	0	1	1	9
seastar_clc_contig_23914	2	10	0	2	8	0
seastar_clc_contig_23915	5	20	1	0	20	1
seastar_clc_contig_23916	2	17	9	4	7	5
seastar_clc_contig_23917	29	182	5	1	9	0
seastar_clc_contig_23918	6	1	0	1	1	3
seastar_clc_contig_23919	0	29	1	1	4	4
seastar_clc_contig_2392	102	2060	112	269	369	256
seastar_clc_contig_23920	0	19	1	1	2	0
seastar_clc_contig_23921	8	15	0	1	0	1
seastar_clc_contig_23922	0	38	0	1	0	0
seastar_clc_contig_23923	46	121	0	1	0	6
seastar_clc_contig_23924	12	303	7	0	10	9
seastar_clc_contig_23925	1	37	1	0	1	1
seastar_clc_contig_23926	0	12	68	2	40	3
seastar_clc_contig_23927	5	8	2	0	6	2
seastar_clc_contig_23928	11	2	0	0	0	2
seastar_clc_contig_23929	0	82	251	2	4	0
seastar_clc_contig_2393	83	614	79	15	12	14
seastar_clc_contig_23930	3	57	6	2	4	10
seastar_clc_contig_23931	7	128	7	2	0	1
seastar_clc_contig_23932	10	8	4	0	3	5
seastar_clc_contig_23933	4	34	6	1	3	0
seastar_clc_contig_23934	17	166	5	2	11	5
seastar_clc_contig_23935	16	1	1	1	2	2
seastar_clc_contig_23936	4	37	2	2	3	1
seastar_clc_contig_23937	20	44	3	2	0	2
seastar_clc_contig_23938	2	76	5	1	3	5
seastar_clc_contig_23939	0	15	0	0	7	0
seastar_clc_contig_2394	16	180	15	5	6	15
seastar_clc_contig_23940	0	54	1	5	0	8
seastar_clc_contig_23941	2	19	4	1	0	2
seastar_clc_contig_23942	10	51	5	0	6	4
seastar_clc_contig_23943	22	99	9	0	4	2
seastar_clc_contig_23944	0	15	1	2	1	3
seastar_clc_contig_23945	9	100	7	2	11	6
seastar_clc_contig_23946	40	262	36	2	7	3
seastar_clc_contig_23947	25	172	9	1	15	11
seastar_clc_contig_23948	0	2	0	3	1	9
seastar_clc_contig_23949	24	27	0	0	0	0
seastar_clc_contig_2395	1336	5900	778	1179	1431	991
seastar_clc_contig_23950	11	111	5	1	1	1
seastar_clc_contig_23951	355	907	182	21	98	132
seastar_clc_contig_23952	13	89	11	2	1	5
seastar_clc_contig_23953	10	4	3	1	0	1
seastar_clc_contig_23954	13	13	1	3	2	22
seastar_clc_contig_23955	12	21	10	2	12	3
seastar_clc_contig_23956	9	7	3	0	2	2
seastar_clc_contig_23957	14	4	5	3	5	7
seastar_clc_contig_23958	4	28	2	0	0	4
seastar_clc_contig_23959	11	11	0	1	0	4
seastar_clc_contig_2396	145	2034	341	73	363	147
seastar_clc_contig_23960	18	37	4	2	4	7
seastar_clc_contig_23961	14	93	8	4	0	8
seastar_clc_contig_23962	0	13	5	0	3	0
seastar_clc_contig_23963	0	22	2	3	9	0
seastar_clc_contig_23964	21	175	15	1	0	224
seastar_clc_contig_23965	2	70	0	1	7	1
seastar_clc_contig_23966	1	28	2	1	5	1
seastar_clc_contig_23967	6	21	2	1	0	9
seastar_clc_contig_23968	1	21	2	0	5	21
seastar_clc_contig_23969	4	48	4	1	0	0
seastar_clc_contig_2397	137	557	80	24	36	12
seastar_clc_contig_23970	10	18	2	1	0	2
seastar_clc_contig_23971	24	19	6	2	5	9
seastar_clc_contig_23972	15	53	9	5	3	18
seastar_clc_contig_23973	4	8	1	2	28	0
seastar_clc_contig_23974	0	42	2	3	0	3
seastar_clc_contig_23975	28	27	2	1	3	1
seastar_clc_contig_23976	0	30	0	1	0	0
seastar_clc_contig_23977	0	24	0	1	2	0
seastar_clc_contig_23978	103	228	6	1	3	4
seastar_clc_contig_23979	27	84	11	1	0	13
seastar_clc_contig_2398	3505	2712	994	209	876	489
seastar_clc_contig_23980	9	17	3	2	1	3
seastar_clc_contig_23981	11	63	1	0	8	0
seastar_clc_contig_23982	39	94	6	1	1	13
seastar_clc_contig_23983	6	81	7	1	5	9
seastar_clc_contig_23984	29	11	10	1	2	4
seastar_clc_contig_23985	0	41	0	4	0	1
seastar_clc_contig_23986	23	7	14	0	0	4
seastar_clc_contig_23987	0	11	0	1	2	1
seastar_clc_contig_23988	12	7	3	0	1	3
seastar_clc_contig_23989	0	26	4	2	2	0
seastar_clc_contig_2399	871	3808	456	89	217	193
seastar_clc_contig_23990	0	25	3	1	0	3
seastar_clc_contig_23991	6	20	0	0	0	6
seastar_clc_contig_23992	2	37	1	1	0	1
seastar_clc_contig_23993	2	2	0	2	10	1
seastar_clc_contig_23994	1	16	6	1	0	4
seastar_clc_contig_23995	51	114	20	1	0	2
seastar_clc_contig_23996	16	27	20	0	0	1
seastar_clc_contig_23997	4	84	3	1	0	3
seastar_clc_contig_23998	69	280	21	1	5	4
seastar_clc_contig_23999	0	32	2	0	0	1
seastar_clc_contig_24	5891	26805	3356	1580	3212	1831
seastar_clc_contig_240	0	10	7	118	140	7
seastar_clc_contig_2400	147	1114	82	57	75	36
seastar_clc_contig_24000	19	0	3	1	0	21
seastar_clc_contig_24001	31	26	8	1	12	2
seastar_clc_contig_24002	0	86	1	1	0	0
seastar_clc_contig_24003	0	43	1	1	0	3
seastar_clc_contig_24004	4	93	0	4	1	2
seastar_clc_contig_24005	0	21	0	0	0	0
seastar_clc_contig_24006	0	21	1	2	0	2
seastar_clc_contig_24007	46	29	9	1	15	7
seastar_clc_contig_24008	191	136	46	16	49	31
seastar_clc_contig_24009	6	33	1	2	0	0
seastar_clc_contig_2401	171	1541	80	28	73	48
seastar_clc_contig_24010	0	17	1	2	8	0
seastar_clc_contig_24011	0	275	6	2	9	8
seastar_clc_contig_24012	20	28	7	1	9	4
seastar_clc_contig_24013	6	58	3	0	6	0
seastar_clc_contig_24014	1	47	3	1	0	0
seastar_clc_contig_24015	3	14	2	2	3	0
seastar_clc_contig_24016	5	9	3	1	0	3
seastar_clc_contig_24017	0	103	3	2	0	0
seastar_clc_contig_24018	7	26	1	1	4	0
seastar_clc_contig_24019	36	98	10	2	11	4
seastar_clc_contig_2402	245	2855	225	155	439	243
seastar_clc_contig_24020	17	0	4	1	0	0
seastar_clc_contig_24021	3	23	0	1	0	0
seastar_clc_contig_24022	0	10	0	0	0	0
seastar_clc_contig_24023	12	118	26	1	4	2
seastar_clc_contig_24024	22	64	8	2	4	12
seastar_clc_contig_24025	67	348	16	6	6	8
seastar_clc_contig_24026	14	73	2	0	0	0
seastar_clc_contig_24027	8	44	16	1	0	0
seastar_clc_contig_24028	10	85	5	4	0	1
seastar_clc_contig_24029	3	20	1	0	7	0
seastar_clc_contig_2403	34	525	67	2	16	30
seastar_clc_contig_24030	49	24	10	1	1	9
seastar_clc_contig_24031	211	109	48	6	29	12
seastar_clc_contig_24032	5	9	3	0	14	2
seastar_clc_contig_24033	4	12	2	0	2	2
seastar_clc_contig_24034	14	75	3	2	5	1
seastar_clc_contig_24035	17	68	3	0	0	0
seastar_clc_contig_24036	0	63	0	0	0	0
seastar_clc_contig_24037	17	51	6	0	0	8
seastar_clc_contig_24038	5	45	2	0	0	0
seastar_clc_contig_24039	1	40	2	3	2	8
seastar_clc_contig_2404	48	262	34	20	25	14
seastar_clc_contig_24040	14	2	2	1	0	1
seastar_clc_contig_24041	33	177	12	2	15	6
seastar_clc_contig_24042	62	137	16	3	7	4
seastar_clc_contig_24043	0	8	0	0	0	0
seastar_clc_contig_24044	6	169	4	0	0	0
seastar_clc_contig_24045	0	32	0	0	1	1
seastar_clc_contig_24046	10	105	8	3	7	1
seastar_clc_contig_24047	0	0	79	0	2	8
seastar_clc_contig_24048	86	141	30	3	8	29
seastar_clc_contig_24049	4	12	1	2	0	0
seastar_clc_contig_2405	236	709	73	913	721	421
seastar_clc_contig_24050	7	51	4	1	7	97
seastar_clc_contig_24051	0	19	1	0	0	0
seastar_clc_contig_24052	0	60	0	1	0	0
seastar_clc_contig_24053	2	79	8	3	9	0
seastar_clc_contig_24054	12	82	11	1	4	8
seastar_clc_contig_24055	7	125	5	1	0	0
seastar_clc_contig_24056	54	39	4	1	0	26
seastar_clc_contig_24057	24	10	5	0	1	36
seastar_clc_contig_24058	36	9	6	2	9	16
seastar_clc_contig_24059	12	5	2	1	10	3
seastar_clc_contig_2406	36	128	32	1354	1483	419
seastar_clc_contig_24060	0	36	5	3	1	3
seastar_clc_contig_24061	22	6	5	1	6	5
seastar_clc_contig_24062	6	40	0	2	1	2
seastar_clc_contig_24063	0	16	0	3	1	0
seastar_clc_contig_24064	30	169	6	2	0	10
seastar_clc_contig_24065	20	6	5	0	7	4
